id,ele_name,area_name,gps_x,gps_y,gps_z,map_x,map_y,desc,board_addr,board_elec_num,yesno
0,232,1区,94344.953,85499.261,0,28,17,,,,
0,233,1区,97363.893,85512.532,0,40,0,,,,
0,234,1区,97364.836,85502.576,0,30,0,,,,
0,235,1区,97359.829,85508.299,0,24,8,,,,
0,236,1区,97362.302,85500.691,0,16,8,,,,
0,237,1区,973352.221,85505.827,0,24,0,,,,
0,238,1区,97354.693,85498.218,0,16,0,,,,
0,239,1区,97322.488,85495.115,0,24,8,,,,
0,240,1区,97312.407,85500.251,0,32,0,,,,
0,241,1区,97314.879,85492.642,0,24,0,,,,
0,242,1区,97317.351,85485.034,0,16,0,,,,
0,243,1区,97300.895,85500.773,0,50,0,,,,
0,244,1区,97307.053,85493.02,0,40,0,,,,
0,245,1区,97313.689,85485.413,0,30,0,,,,
0,301,1区,97331.332,85493.782,0,23,27,,,,
0,302,1区,97331.95,85491.88,0,24,25,,,,
0,303,1区,97333.186,85488.076,0,25,21,,,,
0,304,1区,97333.804,85486.174,0,26,19,,,,
0,305,1区,97333.288,85493.367,0,27,26,,,,
0,306,1区,97333.906,85491.464,0,28,24,,,,
0,307,1区,97334.524,85489.562,0,29,22,,,,
0,308,1区,97335.142,85487.66,0,30,20,,,,
0,309,1区,97335.761,85485.758,0,31,18,,,,
0,310,1区,97335.245,85492.951,0,32,25,,,,
0,311,1区,97335.863,85491.049,0,33,23,,,,
0,312,1区,97336.481,85489.147,0,34,21,,,,
0,313,1区,97337.099,85487.224,0,35,19,,,,
0,314,1区,97337.717,85485.342,0,36,17,,,,
0,315,1区,97337.201,85492.535,0,37,24,,,,
0,316,1区,97337.819,85490.633,0,38,22,,,,
0,317,1区,97339.055,85486.829,0,39,18,,,,
0,318,1区,97338.539,85494.021,0,40,25,,,,
0,319,1区,97339.157,85492.119,0,41,23,,,,
0,320,1区,97339.775,85490.217,0,42,21,,,,
0,321,1区,97340.393,85488.315,0,43,19,,,,
0,322,1区,97339.877,85495.508,0,44,26,,,,
0,323,1区,97340.496,85493.605,0,45,24,,,,
0,324,1区,97341.114,85491.703,0,46,22,,,,
0,325,1区,97341.732,85489.801,0,47,20,,,,
0,326,1区,97342.35,85487.899,0,48,18,,,,
0,327,1区,97341.216,85496.994,0,49,27,,,,
0,328,1区,97341.834,85495.092,0,50,25,,,,
0,329,1区,97343.07,85491.287,0,51,21,,,,
0,330,1区,97343.688,85489.385,0,52,19,,,,
0,331,1区,97343.172,85496.578,0,53,26,,,,
0,332,1区,97343.79,85494.676,0,54,24,,,,
0,333,1区,97344.408,85492.774,0,55,22,,,,
0,334,1区,97345.026,85490.872,0,56,20,,,,
0,335,1区,97344.51,85498.064,0,57,27,,,,
0,336,1区,97345.128,85496.162,0,58,25,,,,
0,337,1区,97345.746,85494.26,0,59,23,,,,
0,338,1区,97346.364,85492.358,0,60,21,,,,
0,339,1区,97346.982,85490.456,0,61,19,,,,
0,340,1区,97346.184,85495.455,0,24,17,,,,
0,341,1区,97346.8,85493.552,0,22,17,,,,
0,342,1区,97348.506,85489.9,0,18,17.5,,,,
0,401,1区,97335.04,85482.37,0,15,0,,,,
0,402,1区,97335.658,85480.468,0,13,0,,,,
0,403,1区,97336.379,85483.856,0,16,2,,,,
0,404,1区,97336.997,85481.954,0,14,2,,,,
0,405,1区,97337.615,85480.052,0,12,2,,,,
0,406,1区,97338.335,85483.44,0,15,4,,,,
0,407,1区,97338.953,85481.538,0,13,4,,,,
0,408,1区,97339.571,85479.636,0,11,4,,,,
0,409,1区,97339.673,85484.927,0,16,6,,,,
0,410,1区,97340.909,85481.122,0,12,6,,,,
0,411,1区,97341.011,85486.413,0,47,8,,,,
0,412,1区,97341.629,85484.511,0,15,8,,,,
0,413,1区,97342.247,85482.609,0,13,8,,,,
0,414,1区,97342.865,85480.706,0,11,8,,,,
0,415,1区,97342.968,85485.997,0,16,10,,,,
0,416,1区,97343.586,85484.095,0,14,10,,,,
0,417,1区,97344.204,85482.193,0,12,10,,,,
0,418,1区,97344.822,85480.291,0,10,10,,,,
0,419,1区,97344.924,85485.581,0,15,12,,,,
0,420,1区,97345.542,85483.679,0,13,12,,,,
0,421,1区,97345.644,85488.97,0,18,14,,,,
0,422,1区,97346.262,85487.067,0,16,14,,,,
0,423,1区,97346.88,85485.165,0,14,14,,,,
0,424,1区,97347.498,85483.263,0,12,14,,,,
0,425,1区,97347.6,85488.554,0,17,16,,,,
0,426,1区,97348.219,85486.652,0,15,16,,,,
0,427,1区,97348.837,85484.75,0,13,16,,,,
0,428,1区,97349.122,85487.997,0,16,17.5,,,,
0,429,1区,97350.793,85484.334,0,12,18,,,,
0,430,1区,97351.411,85482.432,0,10,18,,,,
0,431,1区,97365.812,85492.624,0,30,0,,,,
0,432,1区,97366.579,85482.863,0,20,0,,,,
0,433,1区,97368.321,85472.667,0,0,0,,,,
0,434,1区,97357.165,85490.61,0,8,0,,,,
0,435,1区,97359.637,85483.002,0,0,0,,,,
0,436,1区,97324.96,85487.506,0,16,8,,,,
0,437,1区,97327.432,85479.898,0,8,8,,,,
0,438,1区,97329.904,85472.289,0,0,8,,,,
0,439,1区,97320.52,85478.11,0,20,0,,,,
0,440,1区,97325.765,85469.596,0,10,0,,,,
0,441,1区,97328.689,85459.284,0,0,0,,,,
0,501,1区,97338.233,85478.15,0,10,2,,,,
0,502,1区,97338.851,85476.248,0,8,2,,,,
0,503,1区,97339.455,85474.341,0,6,2,,,,
0,504,1区,97340.076,85472.44,0,4,2,,,,
0,505,1区,97340.695,85470.538,0,2,2,,,,
0,506,1区,97341.326,85468.64,0,0,2,,,,
0,507,1区,97340.189,85477.734,0,9,4,,,,
0,508,1区,97340.807,85475.832,0,7,4,,,,
0,509,1区,97341.423,85473.929,0,5,4,,,,
0,510,1区,97342.043,85472.028,0,3,4,,,,
0,511,1区,97342.652,85470.123,0,1,4,,,,
0,512,1区,97341.527,85479.22,0,10,6,,,,
0,513,1区,97342.751,85475.412,0,6,6,,,,
0,514,1区,97343.372,85473.511,0,4,6,,,,
0,515,1区,97343.993,85471.61,0,2,6,,,,
0,516,1区,97344.599,85469.704,0,0,6,,,,
0,517,1区,97343.484,85478.804,0,9,8,,,,
0,518,1区,97344.102,85476.902,0,7,8,,,,
0,519,1区,97344.718,85475,0,5,8,,,,
0,520,1区,97345.322,85473.093,0,3,8,,,,
0,521,1区,97345.955,85471.177,0,1,8,,,,
0,522,1区,97345.44,85478.389,0,8,10,,,,
0,523,1区,97346.058,85476.486,0,6,10,,,,
0,524,1区,97346.673,85474.583,0,4,10,,,,
0,525,1区,97347.288,85472.68,0,2,10,,,,
0,526,1区,97347.902,85470.777,0,0,10,,,,
0,527,1区,97346.778,85479.875,0,9,12,,,,
0,528,1区,97347.396,85477.973,0,7,12,,,,
0,529,1区,97348.614,85474.162,0,3,12,,,,
0,530,1区,97349.224,85472.258,0,1,12,,,,
0,531,1区,97354.522,85472.928,0,0,18,,,,
0,532,1区,97348.116,85481.361,0,10,14,,,,
0,533,1区,97348.734,85479.459,0,8,14,,,,
0,534,1区,97349.361,85477.56,0,6,14,,,,
0,535,1区,97349.98,85475.658,0,4,14,,,,
0,536,1区,97350.59,85473.753,0,2,14,,,,
0,537,1区,97351.19,85471.845,0,0,14,,,,
0,538,1区,97349.455,85482.847,0,11,16,,,,
0,539,1区,97350.073,85480.945,0,9,16,,,,
0,540,1区,97350.691,85479.043,0,7,16,,,,
0,541,1区,97351.3,85477.138,0,5,16,,,,
0,542,1区,97351.897,85475.229,0,3,16,,,,
0,543,1区,97352.485,85473.318,0,1,16,,,,
0,544,1区,97352.648,85478.628,0,6,18,,,,
0,545,1区,97353.28,85476.73,0,4,18,,,,
