id,ele_name,area_name,gps_x,gps_y,gps_z,map_x,map_y,desc,board_addr,board_elec_num,yesno
0,923,2区,97342.145,85477.318,0,8,6,,,,
0,924,2区,97352.029,85480.529,0,8,18,,,,
0,925,2区,97347.998,85476.045,0,5,12,,,,
0,926,2区,97353.908,85474.831,0,2,18,,,,
0,927,2区,97340.443,85466.249,0,36,0,,,,
0,928,2区,97346.204,85464.506,0,33,6,,,,
0,929,2区,97341.81,85460.427,0,30,0,,,,
0,930,2区,97351.934,85462.75,0,30,12,,,,
0,931,2区,97347.547,85458.658,0,27,6,,,,
0,932,2区,97357.681,85460.987,0,27,18,,,,
0,933,2区,97343.163,85454.574,0,24,0,,,,
0,934,2区,97353.285,85456.904,0,24,12,,,,
0,935,2区,97348.896,85452.812,0,21,6,,,,
0,936,2区,97359.018,85455.155,0,21,18,,,,
0,937,2区,97344.505,85448.711,0,18,0,,,,
0,938,2区,97354.634,85451.058,0,18,12,,,,
0,939,2区,97350.246,85446.966,0,15,6,,,,
0,940,2区,97356.433,85466.672,0,33,18,,,,
0,941,2区,97345.857,85442.871,0,12,0,,,,
0,942,2区,97355.984,85445.212,0,12,12,,,,
0,943,2区,97351.596,85441.12,0,9,6,,,,
0,944,2区,97361.729,85443.45,0,9,18,,,,
0,945,2区,97347.207,85437.024,0,6,0,,,,
0,946,2区,97357.334,85439.366,0,6,12,,,,
0,947,2区,97352.946,85435.247,0,3,6,,,,
0,948,2区,97363.076,85437.607,0,3,18,,,,
0,949,2区,97348.565,85431.174,0,0,0,,,,
0,950,2区,97358.683,85433.519,0,0,12,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
