id,ele_name,area_name,gps_x,gps_y,gps_z,map_x,map_y,desc,board_addr,board_elec_num,yesno
0,601,2区,97342.358,85465.671,0,35,2,,,,
0,602,2区,97342.812,85463.723,0,33,2,,,,
0,603,2区,97342.262,85461.774,0,31,2,,,,
0,604,2区,97343.718,85459.827,0,29,2,,,,
0,605,2区,97344.171,85457.879,0,27,2,,,,
0,606,2区,97344.621,85455.93,0,25,2,,,,
0,607,2区,97344.288,85465.09,0,34,4,,,,
0,608,2区,97344.737,85463.141,0,32,4,,,,
0,609,2区,97345.192,85461.194,0,30,4,,,,
0,610,2区,97345.639,85495.244,0,28,4,,,,
0,611,2区,97346.084,85457.294,0,26,4,,,,
0,612,2区,97346.534,85455.346,0,24,4,,,,
0,613,2区,97345.759,85466.456,0,35,6,,,,
0,614,2区,97346.654,85462.558,0,31,6,,,,
0,615,2区,97347.103,85460.609,0,29,6,,,,
0,616,2区,97347.997,85456.71,0,25,6,,,,
0,617,2区,97347.659,85465.859,0,34,8,,,,
0,618,2区,97348.108,85463.91,0,32,8,,,,
0,619,2区,97348.56,85461.962,0,30,8,,,,
0,620,2区,97349.012,85460.014,0,28,8,,,,
0,621,2区,97349.459,85458.074,0,26,8,,,,
0,622,2区,97349.909,85456.125,0,24,8,,,,
0,623,2区,97349.143,85467.237,0,35,10,,,,
0,624,2区,97349.591,85465.28,0,33,10,,,,
0,625,2区,97350.031,85463.337,0,31,10,,,,
0,626,2区,97350.483,85461.389,0,29,10,,,,
0,627,2区,97350.927,85459.439,0,27,10,,,,
0,628,2区,97351.372,85457.489,0,25,10,,,,
0,629,2区,97351.025,85466.646,0,34,12,,,,
0,630,2区,97351.478,85464.698,0,32,12,,,,
0,631,2区,97352.385,85460.802,0,28,12,,,,
0,632,2区,97352.835,85458.853,0,26,12,,,,
0,633,2区,97352.471,85468.006,0,35,14,,,,
0,634,2区,97352.931,85466.015,0,33,14,,,,
0,635,2区,97353.379,85464.11,0,31,14,,,,
0,636,2区,97353.838,85462.163,0,29,14,,,,
0,637,2区,97354.297,85460.217,0,27,14,,,,
0,638,2区,97354.747,85458.268,0,25,14,,,,
0,639,2区,97354.409,85467.427,0,34,16,,,,
0,640,2区,97354.859,85465.478,0,32,16,,,,
0,641,2区,97355.316,85463.531,0,30,16,,,,
0,642,2区,97355.76,85461.581,0,28,16,,,,
0,643,2区,97356.21,85450.632,0,26,16,,,,
0,644,2区,97356.66,85457.683,0,24,16,,,,
0,701,2区,97345.071,85453.982,0,23,2,,,,
0,702,2区,97345.521,85452.033,0,21,2,,,,
0,703,2区,97345.971,85450.084,0,19,2,,,,
0,704,2区,97346.421,85448.135,0,17,2,,,,
0,705,2区,97346.871,85446.187,0,15,2,,,,
0,706,2区,97347.321,85444.238,0,13,2,,,,
0,707,2区,97346.984,85453.397,0,22,4,,,,
0,708,2区,97347.434,85451.448,0,20,4,,,,
0,709,2区,97347.884,85449.499,0,18,4,,,,
0,710,2区,97348.333,85447.551,0,16,4,,,,
0,711,2区,97348.783,85445.602,0,14,4,,,,
0,712,2区,97349.233,85443.653,0,12,4,,,,
0,713,2区,97348.446,85454.761,0,23,6,,,,
0,714,2区,97349.346,85450.863,0,19,6,,,,
0,715,2区,97349.796,85448.915,0,17,6,,,,
0,716,2区,97350.696,85445.017,0,13,6,,,,
0,717,2区,97350.359,85454.176,0,22,8,,,,
0,718,2区,97350.809,85452.227,0,20,8,,,,
0,719,2区,97351.259,85450.279,0,18,8,,,,
0,720,2区,97351.709,85448.33,0,16,8,,,,
0,721,2区,97352.159,85446.381,0,14,8,,,,
0,722,2区,97352.609,85444.432,0,12,8,,,,
0,723,2区,97351.822,85455.54,0,23,10,,,,
0,724,2区,97352.272,85453.591,0,21,10,,,,
0,725,2区,97352.722,85451.643,0,19,10,,,,
0,726,2区,97353.172,85449.694,0,17,10,,,,
0,727,2区,97353.621,85447.745,0,15,10,,,,
0,728,2区,97354.071,85445.796,0,13,10,,,,
0,729,2区,97353.734,85454.955,0,22,12,,,,
0,730,2区,97354.184,85453.007,0,20,12,,,,
0,731,2区,97355.084,85449.109,0,16,12,,,,
0,732,2区,97355.534,85447.16,0,14,12,,,,
0,733,2区,97355.197,85456.319,0,23,14,,,,
0,734,2区,97355.647,85454.371,0,21,14,,,,
0,735,2区,97356.097,85452.422,0,19,14,,,,
0,736,2区,97356.547,85450.473,0,17,14,,,,
0,737,2区,97356.997,85448.524,0,15,14,,,,
0,738,2区,97357.447,85446.576,0,13,14,,,,
0,739,2区,97357.11,85455.735,0,22,16,,,,
0,740,2区,97357.56,85453.786,0,20,16,,,,
0,741,2区,97358.01,85451.837,0,18,16,,,,
0,742,2区,97358.459,85449.888,0,16,16,,,,
0,743,2区,97358.909,85447.94,0,14,16,,,,
0,744,2区,97359.359,85445.991,0,12,16,,,,
0,801,2区,97347.771,85442.289,0,11,2,,,,
0,802,2区,97348.22,85440.34,0,9,2,,,,
0,803,2区,97348.67,85438.392,0,7,2,,,,
0,804,2区,97349.12,85436.443,0,5,2,,,,
0,805,2区,97349.57,85434.494,0,3,2,,,,
0,806,2区,97350.02,85432.546,0,1,2,,,,
0,807,2区,97349.683,85441.704,0,10,4,,,,
0,808,2区,97350.133,85439.756,0,8,4,,,,
0,809,2区,97350.583,85437.807,0,6,4,,,,
0,810,2区,97351.033,85435.858,0,4,4,,,,
0,811,2区,97351.483,85433.91,0,2,4,,,,
0,812,2区,97351.933,85431.961,0,0,4,,,,
0,813,2区,97351.146,85443.068,0,11,6,,,,
0,814,2区,97352.046,85439.171,0,7,6,,,,
0,815,2区,97352.496,85437.222,0,5,6,,,,
0,816,2区,97353.395,85433.325,0,1,6,,,,
0,817,2区,97353.059,85442.484,0,10,8,,,,
0,818,2区,97353.508,85440.535,0,8,8,,,,
0,819,2区,97353.958,85438.586,0,6,8,,,,
0,820,2区,97354.408,85436.638,0,4,8,,,,
0,821,2区,97354.858,85434.689,0,2,8,,,,
0,822,2区,97355.308,85432.74,0,0,8,,,,
0,823,2区,97354.521,85443.848,0,11,10,,,,
0,824,2区,97354.971,85441.899,0,9,10,,,,
0,825,2区,97355.421,85439.95,0,7,10,,,,
0,826,2区,97355.871,85438.002,0,5,10,,,,
0,827,2区,97356.321,85436.053,0,3,10,,,,
0,828,2区,97356.771,85434.104,0,1,10,,,,
0,829,2区,97356.434,85443.263,0,10,12,,,,
0,830,2区,97356.884,85441.314,0,8,12,,,,
0,831,2区,97357.784,85437.417,0,4,12,,,,
0,832,2区,97358.233,85435.468,0,2,12,,,,
0,833,2区,97357.897,85444.627,0,11,14,,,,
0,834,2区,97358.346,85442.678,0,9,14,,,,
0,835,2区,97358.796,85440.73,0,7,14,,,,
0,836,2区,97359.246,85438.781,0,5,14,,,,
0,837,2区,97359.696,85436.832,0,3,14,,,,
0,838,2区,97360.146,85434.833,0,1,14,,,,
0,839,2区,97359.809,85444.042,0,10,16,,,,
0,840,2区,97360.259,85442.094,0,8,16,,,,
0,841,2区,97360.709,85440.145,0,6,16,,,,
0,842,2区,97361.159,85438.196,0,4,16,,,,
0,843,2区,97361.609,85436.247,0,2,16,,,,
0,844,2区,97361.834,85435.273,0,1,16,,,,
0,901,2区,97327.006,85507.097,0,41,0,,,,
0,902,2区,97336.89,85510.309,0,41,12,,,,
0,903,2区,97332.875,85505.85,0,38,6,,,,
0,904,2区,97342.758,85509.061,0,38,18,,,,
0,905,2区,97328.86,85501.391,0,35,0,,,,
0,906,2区,97338.744,85504.602,0,35,12,,,,
0,907,2区,97334.729,85500.143,0,32,6,,,,
0,908,2区,97344.198,85503.221,0,32,17.5,,,,
0,909,2区,97330.714,85495.685,0,29,0,,,,
0,910,2区,97340.598,85498.896,0,29,12,,,,
0,911,2区,97336.583,85494.437,0,26,6,,,,
0,912,2区,97346.467,85497.648,0,26,17.5,,,,
0,913,2区,97332.568,85489.478,0,23,0,,,,
0,914,2区,97342.452,85493.19,0,23,12,,,,
0,915,2区,97338.437,85488.731,0,20,6,,,,
0,916,2区,97347.891,85491.803,0,20,17.5,,,,
0,917,2区,97334.422,85484.272,0,17,0,,,,
0,918,2区,97344.306,85487.483,0,17,12,,,,
0,919,2区,97340.291,85483.024,0,14,6,,,,
0,920,2区,97349.979,85486.16,0,14,17.75,,,,
0,921,2区,97336.276,85478.566,0,11,0,,,,
0,922,2区,97346.16,85481.777,0,11,12,,,,
